EntryTime,ExitTime,EntryPrice,ExitPrice,Size,Symbol,Direction
2024-04-24 00:00:00+00:00,2024-04-24 00:00:00+00:00,66408.71875,65864.8671875,1,BTC-USD,BUY
2024-05-18 00:00:00+00:00,2024-06-14 00:00:00+00:00,67066.2109375,65119.31640625,1,BTC-USD,BUY
2024-07-20 00:00:00+00:00,2024-08-01 00:00:00+00:00,66709.921875,63329.34375,1,BTC-USD,BUY
2024-08-26 00:00:00+00:00,2024-08-26 00:00:00+00:00,64342.2265625,63833.51953125,1,BTC-USD,BUY
2024-09-20 00:00:00+00:00,2024-10-01 00:00:00+00:00,62941.42578125,61609.8671875,1,BTC-USD,BUY
