EntryTime,ExitTime,EntryPrice,ExitPrice,Size,Symbol,Direction
2025-12-30 01:48:02.201842+00:00,2025-12-30 01:49:49.007275+00:00,87327.17,87327.16,0.001,BTCUSDT,BUY
2025-12-30 01:50:56.284891+00:00,2025-12-30 01:51:31.602730+00:00,87323.49,87316.84,0.001,BTCUSDT,BUY
2025-12-30 01:53:22.102127+00:00,2025-12-30 01:56:03.594576+00:00,87319.99,87329.43,0.001,BTCUSDT,BUY
2025-12-30 01:57:49.712984+00:00,2025-12-30 01:58:16.824348+00:00,87312.68,87292.65,0.001,BTCUSDT,BUY
2025-12-30 01:59:22.091396+00:00,2025-12-30 02:00:34.231434+00:00,87308.23,87295.44,0.001,BTCUSDT,BUY
